,Unnamed: 0,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label,batch_id
288,36,99534995566164613000000,99500158317716455385450,Lifi,2025-09-23 18:10:47.714656+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99534.9955661646,99500.15831771646,100000.0,0.995349955661646,0.9950015831771646,crvUSD,FRAX,,
289,37,99546983738435493167104,99512142294127040744496,Lifi,2025-09-23 18:10:48.080739+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99546.98373843548,99512.14229412704,100000.0,0.9954698373843548,0.9951214229412704,frxUSD,FRAX,,
290,38,99529780380,99494944957,Lifi,2025-09-23 18:10:48.481549+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99529.78038,99494.944957,100000.0,0.9952978038,0.99494944957,USDC,FRAX,,
291,39,99432756285804159188171,99397954821104127732455,Lifi,2025-09-23 18:10:48.812937+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99432.75628580416,99397.95482110414,100000.0,0.9943275628580416,0.9939795482110414,USDe,FRAX,,
292,40,99586823578846836555776,99551968190594240162981,Lifi,2025-09-23 18:10:49.599765+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99586.82357884684,99551.96819059424,100000.0,0.9958682357884684,0.9955196819059424,GHO,FRAX,,
293,41,99477411386,99442594292,Lifi,2025-09-23 18:10:49.602732+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99477.411386,99442.594292,100000.0,0.99477411386,0.99442594292,USDT,FRAX,,
294,0,99743901716486856000000,99708991350886085600400,Lifi,2025-09-23 18:11:52.643055+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99743.90171648686,99708.99135088608,100000.0,0.9974390171648686,0.9970899135088608,frxUSD,crvUSD,,
295,1,99738215357,99703306982,Lifi,2025-09-23 18:11:53.787014+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99738.215357,99703.306982,100000.0,0.99738215357,0.99703306982,USDC,crvUSD,,
296,2,99643841807353907249152,99608966462721333381615,Lifi,2025-09-23 18:11:53.612918+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99643.8418073539,99608.96646272134,100000.0,0.9964384180735392,0.9960896646272134,USDe,crvUSD,,
297,3,99797725864070842679296,99762796660018417884358,Lifi,2025-09-23 18:11:54.418300+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99797.72586407085,99762.79666001842,100000.0,0.9979772586407084,0.9976279666001842,GHO,crvUSD,,
298,4,99688178552,99653287690,Lifi,2025-09-23 18:11:56.182798+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99688.178552,99653.28769,100000.0,0.99688178552,0.9965328769,USDT,crvUSD,,
299,5,99937047858769310000000,99902069892018740741500,Lifi,2025-09-23 18:11:52.688281+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99937.0478587693,99902.06989201874,100000.0,0.9993704785876932,0.9990206989201874,FRAX,crvUSD,,
300,6,99722542035468914336353,99687639145756500216335,Lifi,2025-09-23 18:11:52.763072+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99722.54203546893,99687.6391457565,100000.0,0.9972254203546892,0.996876391457565,crvUSD,frxUSD,,
301,7,99715349769,99680449397,Lifi,2025-09-23 18:11:52.740189+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99715.349769,99680.449397,100000.0,0.99715349769,0.99680449397,USDC,frxUSD,,
302,8,99614506742537056789471,99579641665177168819595,Lifi,2025-09-23 18:11:53.672698+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99614.50674253704,99579.64166517716,100000.0,0.9961450674253703,0.9957964166517718,USDe,frxUSD,,
303,9,99772038730295923441664,99737118516740319868459,Lifi,2025-09-23 18:11:53.425803+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99772.03873029591,99737.11851674032,100000.0,0.9977203873029592,0.9973711851674032,GHO,frxUSD,,
304,10,99658968965,99624088326,Lifi,2025-09-23 18:11:53.708674+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99658.968965,99624.088326,100000.0,0.99658968965,0.99624088326,USDT,frxUSD,,
305,11,99900243860576542916608,99865278775225341126587,Lifi,2025-09-23 18:11:54.135731+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99900.24386057656,99865.27877522534,100000.0,0.9990024386057657,0.9986527877522532,FRAX,frxUSD,,
306,12,99746037474494515249152,99711126361378442168815,Lifi,2025-09-23 18:11:54.502424+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99746.03747449451,99711.12636137844,100000.0,0.9974603747449452,0.9971112636137844,crvUSD,USDC,,
307,13,99763738770802600837120,99728821462232819926827,Lifi,2025-09-23 18:11:54.960562+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99763.7387708026,99728.82146223282,100000.0,0.997637387708026,0.9972882146223282,frxUSD,USDC,,
308,14,99653981726699497193472,99619102833095152369454,Lifi,2025-09-23 18:11:56.166722+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99653.9817266995,99619.10283309517,100000.0,0.9965398172669948,0.9961910283309516,USDe,USDC,,
309,15,99810946198471817822208,99776012367302352685970,Lifi,2025-09-23 18:11:55.685151+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99810.94619847182,99776.01236730236,100000.0,0.9981094619847182,0.9977601236730236,GHO,USDC,,
310,16,99701097912,99666202528,Lifi,2025-09-23 18:11:55.915142+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99701.097912,99666.202528,100000.0,0.99701097912,0.99666202528,USDT,USDC,,
311,17,99952861307073510000000,99917877805616034271500,Lifi,2025-09-23 18:11:56.330553+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99952.86130707352,99917.87780561604,100000.0,0.9995286130707352,0.9991787780561604,FRAX,USDC,,
312,18,99840499952565110000000,99805555777581712211500,Lifi,2025-09-23 18:11:56.668212+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99840.49995256512,99805.5557775817,100000.0,0.9984049995256512,0.998055557775817,crvUSD,USDe,,
313,19,99858353850796058000000,99823403426948279379700,Lifi,2025-09-23 18:11:57.063843+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99858.35385079606,99823.40342694828,100000.0,0.9985835385079608,0.9982340342694828,frxUSD,USDe,,
314,20,99844604185,99809658574,Lifi,2025-09-23 18:12:00.968511+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99844.604185,99809.658574,100000.0,0.99844604185,0.99809658574,USDC,USDe,,
315,21,99898493674908595257344,99863529202122377249004,Lifi,2025-09-23 18:11:57.841027+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99898.4936749086,99863.5292021224,100000.0,0.998984936749086,0.998635292021224,GHO,USDe,,
316,22,99794377167,99759449135,Lifi,2025-09-23 18:11:58.357061+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99794.377167,99759.449135,100000.0,0.99794377167,0.99759449135,USDT,USDe,,
317,23,100051704853843855540224,100016686757145010190785,Lifi,2025-09-23 18:12:00.165127+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100051.70485384384,100016.686757145,100000.0,1.0005170485384385,1.00016686757145,FRAX,USDe,,
318,24,99680604564627107305022,99645716353029487817465,Lifi,2025-09-23 18:11:59.152818+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99680.60456462712,99645.71635302948,100000.0,0.9968060456462712,0.9964571635302948,crvUSD,GHO,,
319,25,99694917807612021964800,99660024586379357757112,Lifi,2025-09-23 18:12:00.679556+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99694.91780761202,99660.02458637935,100000.0,0.9969491780761202,0.9966002458637936,frxUSD,GHO,,
320,26,99680032568,99645144557,Lifi,2025-09-23 18:11:59.660471+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99680.032568,99645.144557,100000.0,0.99680032568,0.99645144557,USDC,GHO,,
321,27,99585477283500099895296,99550622366450874860333,Lifi,2025-09-23 18:12:00.111298+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99585.4772835001,99550.62236645089,100000.0,0.995854772835001,0.9955062236645088,USDe,GHO,,
322,28,99628500979,99593631004,Lifi,2025-09-23 18:12:00.511746+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99628.500979,99593.631004,100000.0,0.99628500979,0.99593631004,USDT,GHO,,
323,29,99883213729061505335296,99848254604256333808429,Lifi,2025-09-23 18:12:01.240764+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99883.2137290615,99848.25460425632,100000.0,0.998832137290615,0.9984825460425634,FRAX,GHO,,
324,30,99797308291592426094592,99762379233690368745459,Lifi,2025-09-23 18:12:01.971853+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99797.30829159245,99762.37923369036,100000.0,0.9979730829159243,0.9976237923369036,crvUSD,USDT,,
325,31,99816018581118640144882,99781082974615248620831,Lifi,2025-09-23 18:12:01.631835+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99816.01858111864,99781.08297461524,100000.0,0.9981601858111864,0.9978108297461524,frxUSD,USDT,,
326,32,99801187981,99766257565,Lifi,2025-09-23 18:12:01.946220+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99801.187981,99766.257565,100000.0,0.99801187981,0.99766257565,USDC,USDT,,
327,33,99702919351098230702080,99668023329325346321334,Lifi,2025-09-23 18:12:02.458409+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99702.91935109824,99668.02332932534,100000.0,0.9970291935109824,0.9966802332932534,USDe,USDT,,
328,34,99861255960013758791680,99826304520427753976103,Lifi,2025-09-23 18:12:02.684107+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99861.25596001376,99826.30452042776,100000.0,0.9986125596001376,0.9982630452042776,GHO,USDT,,
329,35,100004297682478199472128,99969296178289332102313,Lifi,2025-09-23 18:12:03.148777+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100004.2976824782,99969.29617828933,100000.0,1.000042976824782,0.9996929617828932,FRAX,USDT,,
330,36,99535023697656790000000,99500186439362610123500,Lifi,2025-09-23 18:12:03.490494+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99535.02369765678,99500.18643936262,100000.0,0.995350236976568,0.995001864393626,crvUSD,FRAX,,
331,37,99547119161097223929856,99512277669390839901481,Lifi,2025-09-23 18:12:03.902669+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99547.11916109725,99512.27766939084,100000.0,0.9954711916109724,0.9951227766939084,frxUSD,FRAX,,
332,38,99529982442,99495146948,Lifi,2025-09-23 18:12:04.207049+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99529.982442,99495.146948,100000.0,0.99529982442,0.99495146948,USDC,FRAX,,
333,39,99432870953810146106752,99398069448976312555615,Lifi,2025-09-23 18:12:04.617658+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99432.87095381014,99398.06944897633,100000.0,0.9943287095381014,0.9939806944897632,USDe,FRAX,,
334,40,99587153788416462684160,99552298284590516922221,Lifi,2025-09-23 18:12:04.933164+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99587.15378841646,99552.2982845905,100000.0,0.9958715378841646,0.995522982845905,GHO,FRAX,,
335,41,99477458750,99442641639,Lifi,2025-09-23 18:12:05.335296+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99477.45875,99442.641639,100000.0,0.9947745875,0.99442641639,USDT,FRAX,,
336,0,99745610422663374511965,99710699459015442330886,Lifi,2025-09-23 18:13:08.812022+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99745.61042266338,99710.69945901544,100000.0,0.9974561042266338,0.9971069945901544,frxUSD,crvUSD,,
337,1,99738165510,99703257152,Lifi,2025-09-23 18:13:08.580616+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99738.16551,99703.257152,100000.0,0.9973816551,0.99703257152,USDC,crvUSD,,
338,2,99640922488657833683099,99606048165786803441310,Lifi,2025-09-23 18:13:08.459475+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99640.92248865784,99606.0481657868,100000.0,0.9964092248865783,0.996060481657868,USDe,crvUSD,,
339,3,99797673291249566613504,99762744105597629265189,Lifi,2025-09-23 18:13:08.566299+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99797.67329124956,99762.74410559764,100000.0,0.9979767329124956,0.9976274410559764,GHO,crvUSD,,
340,4,99688128730,99653237885,Lifi,2025-09-23 18:13:08.957491+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99688.12873,99653.237885,100000.0,0.9968812873,0.99653237885,USDT,crvUSD,,
341,5,99940218818746845757440,99905239742160284361425,Lifi,2025-09-23 18:13:08.448378+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99940.21881874684,99905.2397421603,100000.0,0.9994021881874684,0.9990523974216028,FRAX,crvUSD,,
342,6,99722548997600812530484,99687646105451652246098,Lifi,2025-09-23 18:13:08.759771+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99722.5489976008,99687.64610545164,100000.0,0.997225489976008,0.9968764610545164,crvUSD,frxUSD,,
343,7,99715349769,99680449397,Lifi,2025-09-23 18:13:09.904108+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99715.349769,99680.449397,100000.0,0.99715349769,0.99680449397,USDC,frxUSD,,
344,8,99614670776495186640896,99579805641723413325572,Lifi,2025-09-23 18:13:08.700642+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99614.6707764952,99579.8056417234,100000.0,0.9961467077649518,0.995798056417234,USDe,frxUSD,,
345,9,99759326439679864000000,99724410675425976047600,Lifi,2025-09-23 18:13:09.123960+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99759.32643967986,99724.41067542596,100000.0,0.9975932643967986,0.9972441067542596,GHO,frxUSD,,
